feature,cluster,mean AUC,std AUC,mean accuracy,std accuracy
16674,1.0,0.981672858615087,0.0013356315862642818,0.9767188405797101,0.004947065967930356
20216,1.0,0.9859625040982067,0.0017962049399672805,0.9762463768115941,0.004860515611497961
38242,1.0,0.9796727066392223,0.005033940100812472,0.9624995169082124,0.005968491485784618
3696,2.0,0.9749699627211499,0.0053591927192503655,0.9497352657004831,0.006071079977150969
32512,3.0,0.9779052335917445,0.002331286140486959,0.9634028985507246,0.007488297699820053
