feature,cluster,mean AUC,std AUC,mean accuracy,std accuracy
16674,1.0,0.984186879451817,0.003508649193968764,0.9737768115942029,0.003569393754589691
20216,1.0,0.9842445411291607,0.0021876548509770838,0.9750599033816424,0.005962732949607643
32512,1.0,0.9752821542558372,0.0026399904585422637,0.9642463768115941,0.007016613445545228
33275,1.0,0.9647173880974346,0.003741627511562836,0.9600811594202899,0.005750646719123036
38242,1.0,0.9801807448019559,0.0037913463289064265,0.9635555555555554,0.006157235569729339
20861,2.0,0.96007589320251,0.003222488734939413,0.9408782608695653,0.0051016888942407084
3696,3.0,0.9735234823173872,0.0036830570020337824,0.9497806763285023,0.007506467358657188
