,strain,genus,species,elevation,pH,temperature,moisture,media_LB,media_SF900,province_chaiyaphum,province_kalasin,province_kamphaengphet,province_lampang,province_mahasarakham,province_nakhonratchasima,province_phetchabuns,province_phitsanulok,province_saraburi,province_udonthani,soiltype_clay loam,soiltype_loam,soiltype_sand,soiltype_sandy loam
20081,536,Photorhabdus,luminescens,5.44673737166631,0.8888888888888884,0.7142857142857144,0.13333333333333336,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20082,537,Photorhabdus,luminescens,5.594711379601839,0.16666666666666652,0.7857142857142856,0.06666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20084,538,Xenorhabdus,stockiae,4.430816798843313,0.8888888888888884,0.9285714285714284,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20086,540,Photorhabdus,luminescens,5.8971538676367405,0.8888888888888884,0.6428571428571428,0.06666666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20088,542,Photorhabdus,luminescens,5.327876168789581,0.4444444444444442,0.7142857142857144,0.4666666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20089,543,Photorhabdus,luminescens,4.564348191467836,0.7777777777777772,0.8571428571428572,0.26666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20090,545,Photorhabdus,luminescens,4.394449154672439,1.0,1.0,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20091,547,Xenorhabdus,stockiae,4.304065093204169,1.0,0.7142857142857144,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20092,548,Xenorhabdus,stockiae,2.8903717578961645,0.8888888888888884,0.9285714285714284,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20095,536,Photorhabdus,luminescens,5.44673737166631,0.8888888888888884,0.7142857142857144,0.13333333333333336,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20096,537,Photorhabdus,luminescens,5.594711379601839,0.16666666666666652,0.7857142857142856,0.06666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20097,538,Xenorhabdus,stockiae,4.430816798843313,0.8888888888888884,0.9285714285714284,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20099,540,Photorhabdus,luminescens,5.8971538676367405,0.8888888888888884,0.6428571428571428,0.06666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20101,542,Photorhabdus,luminescens,5.327876168789581,0.4444444444444442,0.7142857142857144,0.4666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20102,543,Photorhabdus,luminescens,4.564348191467836,0.7777777777777772,0.8571428571428572,0.26666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20103,545,Photorhabdus,luminescens,4.394449154672439,1.0,1.0,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20104,547,Xenorhabdus,stockiae,4.304065093204169,1.0,0.7142857142857144,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20106,548,Xenorhabdus,stockiae,2.8903717578961645,0.8888888888888884,0.9285714285714284,0.06666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20108,549,Xenorhabdus,stockiae,4.430816798843313,1.0,0.7142857142857144,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20109,550,Photorhabdus,luminescens,5.37989735354046,0.7777777777777772,0.5,0.26666666666666666,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20110,551,Photorhabdus,luminescens,4.74493212836325,0.8888888888888884,0.6428571428571428,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20111,552,Photorhabdus,asymbiotica,5.365976015021851,1.0,0.9285714285714284,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20113,554,Photorhabdus,luminescens,5.2574953720277815,0.8888888888888884,0.7142857142857144,0.06666666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20114,555,Xenorhabdus,stockiae,4.23410650459726,1.0,0.5714285714285714,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20115,556,Xenorhabdus,stockiae,4.304065093204169,1.0,0.6428571428571428,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20117,557,Xenorhabdus,stockiae,4.304065093204169,0.8888888888888884,0.7857142857142856,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20118,558,Xenorhabdus,stockiae,4.74493212836325,1.0,0.6428571428571428,0.13333333333333336,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20119,560,Photorhabdus,asymbiotica,5.5093883366279774,1.0,0.7857142857142856,0.06666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20120,561,Photorhabdus,luminescens,4.02535169073515,0.8888888888888884,0.8571428571428572,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20121,562,Xenorhabdus,stockiae,4.1588830833596715,1.0,0.7857142857142856,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20124,549,Xenorhabdus,stockiae,4.430816798843313,1.0,0.7142857142857144,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20125,550,Photorhabdus,luminescens,5.37989735354046,0.7777777777777772,0.5,0.26666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20126,551,Photorhabdus,luminescens,4.74493212836325,0.8888888888888884,0.6428571428571428,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20128,552,Photorhabdus,asymbiotica,5.365976015021851,1.0,0.9285714285714284,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20130,554,Photorhabdus,luminescens,5.2574953720277815,0.8888888888888884,0.7142857142857144,0.06666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20131,555,Xenorhabdus,stockiae,4.23410650459726,1.0,0.5714285714285714,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20132,556,Xenorhabdus,stockiae,4.304065093204169,1.0,0.6428571428571428,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20133,557,Xenorhabdus,stockiae,4.304065093204169,0.8888888888888884,0.7857142857142856,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20134,558,Xenorhabdus,stockiae,4.74493212836325,1.0,0.6428571428571428,0.13333333333333336,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20135,560,Photorhabdus,asymbiotica,5.5093883366279774,1.0,0.7857142857142856,0.06666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20136,561,Photorhabdus,luminescens,4.02535169073515,0.8888888888888884,0.8571428571428572,0.06666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20137,562,Xenorhabdus,stockiae,4.1588830833596715,1.0,0.7857142857142856,0.06666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20148,570,Xenorhabdus,stockiae,6.715383386334681,1.0,0.3571428571428572,0.06666666666666667,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20150,571,Xenorhabdus,stockiae,6.71901315438526,0.7777777777777772,0.2142857142857144,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20151,572,Photorhabdus,luminescens,6.606650186198215,0.8888888888888884,0.2857142857142858,0.13333333333333336,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20155,577,Photorhabdus,luminescens,5.605802066295998,0.4444444444444442,0.8571428571428572,0.06666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20157,579,Photorhabdus,luminescens,5.963579343618446,1.0,0.7142857142857144,0.06666666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20158,580,Photorhabdus,luminescens,5.720311776607412,0.8888888888888884,0.7142857142857144,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20161,581,Xenorhabdus,stockiae,3.784189633918261,1.0,0.7857142857142856,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20162,583,Photorhabdus,luminescens,3.8066624897703196,1.0,0.7857142857142856,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20163,584,Xenorhabdus,stockiae,5.575949103146316,1.0,0.9285714285714284,0.06666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20164,585,Photorhabdus,luminescens,5.537334267018537,0.8888888888888884,0.7857142857142856,0.06666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20165,586,Photorhabdus,luminescens,7.147559271189454,0.5555555555555554,0.0,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20176,570,Xenorhabdus,stockiae,6.715383386334681,1.0,0.3571428571428572,0.06666666666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20177,571,Xenorhabdus,stockiae,6.71901315438526,0.7777777777777772,0.2142857142857144,0.2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20178,572,Photorhabdus,luminescens,6.606650186198215,0.8888888888888884,0.2857142857142858,0.13333333333333336,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20183,577,Photorhabdus,luminescens,5.605802066295998,0.4444444444444442,0.8571428571428572,0.06666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20185,579,Photorhabdus,luminescens,5.963579343618446,1.0,0.7142857142857144,0.06666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20186,580,Photorhabdus,luminescens,5.720311776607412,0.8888888888888884,0.7142857142857144,0.2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20187,581,Xenorhabdus,stockiae,3.784189633918261,1.0,0.7857142857142856,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20188,583,Photorhabdus,luminescens,3.8066624897703196,1.0,0.7857142857142856,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20189,584,Xenorhabdus,stockiae,5.575949103146316,1.0,0.9285714285714284,0.06666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20190,585,Photorhabdus,luminescens,5.537334267018537,0.8888888888888884,0.7857142857142856,0.06666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20191,586,Photorhabdus,luminescens,7.147559271189454,0.5555555555555554,0.0,0.2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
