m/z,retention time,n peaks
168.10667453258498,0.12771531198686367,2.0
557.9173595721904,5.623296794871793,1.0
255.1702964924,5.344686111111111,1.0
609.3364373313058,5.377002546296297,13.0
168.1068498889131,0.16975779634049326,6.0
400.2323225541549,6.712238181818181,1.0
558.4194622039795,5.617438888888889,1.0
168.1067752202352,0.4395602777777772,5.0
393.18167346036887,5.596537552742615,1.0
168.60856710161482,0.45801636904761894,3.0
563.9182864102452,5.617159090909091,1.0
614.355080093876,4.606519354838708,17.0
170.08113053974353,5.557968771929823,3.0
393.181248774294,6.813459016393443,4.0
256.154105253894,6.830777188552193,1.0
408.22721630278085,3.5050695238095244,1.0
394.1849374974028,6.809903546099294,1.0
257.1571740044488,6.788464259259261,2.0
174.05615055561066,5.184546744791668,5.0
395.1961857188832,5.81987196969697,1.0
564.4211288237236,5.736390375586855,3.0
221.13852362859816,12.234230317460305,53.0
704.5202654883975,12.525462976190488,6.0
174.59205790928434,5.2910523809523795,1.0
175.0965943769975,0.4575143939393939,3.0
259.16653080990443,6.08735548245614,2.0
175.13294982910156,0.011616666666666666,1.0
260.1680720647176,6.0576107638888885,2.0
395.19563514066033,6.728467871485944,1.0
175.13282053678935,0.13206440129449834,6.0
221.1385577973865,12.34713563492064,61.0
417.7150674723892,3.3213496402877705,1.0
175.1327726345251,0.22323122937293746,7.0
564.9093289516941,5.667451485148515,2.0
704.520504819149,12.27366355661882,7.0
175.13276141492878,0.2544800261096609,4.0
175.132776096303,0.4241560483870965,6.0
221.1385890960693,12.348074642857144,63.0
565.4101524353027,5.620300000000001,1.0
175.1328009699432,0.4685202347417833,5.0
221.6401887476092,0.12800833333333336,3.0
222.1413547515869,0.09977083333333336,1.0
395.19642818675317,6.985163398692813,1.0
704.520320264138,12.543513564041382,5.0
224.6713465713873,0.10414136178861796,2.0
615.2803881124485,2.6883299079754583,3.0
569.1010214184957,6.68958597883598,1.0
273.1807352701823,6.783370138888887,2.0
704.5209483366747,12.541090584935903,4.0
704.5209519103332,12.559072985347989,6.0
615.3338697278822,5.531839864864866,6.0
436.2280268038237,2.3042513846153843,1.0
704.5204379330776,12.588372346072193,6.0
274.16487864176435,7.142345777777777,1.0
704.5203294868928,12.614319544846056,4.0
396.1784825729112,8.699391242937855,1.0
615.8334418402778,5.533404629629628,1.0
571.9152409345254,5.700504022988504,1.0
274.18392703407693,6.785898245614035,1.0
438.2275021076202,4.659875520833333,1.0
572.4167623808889,5.6720431818181805,1.0
290.04848520079656,6.874878855721394,9.0
396.1709413227282,8.935903333333336,1.0
616.2827666546665,2.693931873822974,2.0
295.16257573908024,6.787930303030302,1.0
397.12502864915496,4.841817006802722,1.0
296.16539289366517,6.780753459119499,1.0
175.1328831600737,10.877580129764793,20.0
704.5199137024962,12.790313954802256,4.0
326.20684334991176,2.381751758409788,2.0
617.3275456663038,5.197968397085608,29.0
573.3466111195238,0.5732039381153303,4.0
397.1251165771485,6.0497302222222205,2.0
224.6712953322736,11.47611747376916,85.0
176.10714045025054,4.7665419642857145,7.0
329.2568182945252,5.712983333333334,1.0
397.12572150136907,6.631536928104572,1.0
458.2429030980819,2.969562108262106,1.0
621.3260578128462,4.294073404255321,10.0
332.92163704537063,5.702961711711713,16.0
573.7238321157603,8.22753846153846,2.0
397.1757062686387,6.3556872759856615,2.0
704.5206508865174,12.719321422861713,4.0
627.349454526548,5.645443106995884,16.0
458.74403106365946,2.972294758539459,1.0
459.25982269287107,0.1117858333333334,2.0
398.12837084601915,6.08622892156863,1.0
337.92873213026263,6.041527777777778,4.0
177.11211727442367,0.05284630149812725,2.0
340.3209952918851,12.620888307823124,44.0
400.13991676888816,5.473513414634144,1.0
632.3408434904075,5.242154324894513,6.0
370.2332507324219,5.346599333333334,1.0
469.3849551574044,14.98977087862319,1.0
574.3760884602865,8.538619030732862,8.0
390.2946165853472,5.776775870646768,7.0
704.5202268953298,12.834686863270777,5.0
224.67141834440685,12.28003976190475,34.0
392.2152130313036,5.372510365853659,2.0
574.8779633987782,8.539740180878551,6.0
393.2969193231492,0.12363091060985795,16.0
489.2256647745768,1.958304761904761,1.0
704.5203423017335,12.815920082304515,5.0
704.5203566181061,12.851967732115678,6.0
581.2969216739431,5.2676274509803935,2.0
582.3530932293822,0.12626324503311268,4.0
224.6714108240037,12.311497857142852,31.0
177.11219973791214,0.1997917857142856,4.0
224.67136558769425,12.475554335719965,55.0
401.17056462214543,4.221559230769231,1.0
489.72637939453125,1.91411981981982,1.0
582.3535766601562,0.5672466666666667,1.0
704.5203190031507,12.680410198412694,5.0
407.1602871917015,5.998699612403099,2.0
224.6713804335821,12.429353968253965,44.0
585.9121520996092,4.992781111111111,1.0
224.67136266521737,12.59557112171838,68.0
407.21799258528085,6.035135632183909,2.0
704.5204509444026,12.877269812583673,5.0
408.1631214488637,5.792223030303032,2.0
587.4218347722834,5.437231818181819,1.0
411.1271344820658,4.397203125000002,1.0
587.9230676269531,5.438617333333332,1.0
517.7662625876806,2.6262969534050176,1.0
704.520222711225,12.900441371158395,5.0
408.2205650551805,6.012499514563108,2.0
413.15287745276163,6.626798837209302,2.0
634.8761858985538,0.955740873015872,18.0
414.155830051588,6.633676449275362,1.0
588.4323058355423,7.137053571428568,1.0
704.5200676511173,12.92198924914676,5.0
409.2236643587605,5.99012284644195,2.0
522.7638048444476,3.4071328231292526,1.0
415.16114656852966,6.809558080808082,1.0
704.5202280547537,12.935816449086149,5.0
224.6713744027274,12.742545674603171,74.0
591.3581323242188,0.5716977333333328,3.0
523.2647688293457,3.5002895000000005,1.0
224.6713992709205,12.702159642857143,75.0
593.3431055704752,6.143848888888888,2.0
604.3663479509024,0.12643011494252887,3.0
704.5203398139915,12.99585310945274,5.0
419.1574223405224,6.36392302259887,4.0
224.67140061514718,12.804919841269836,83.0
524.7528331667878,7.760057751937984,1.0
604.3667399088541,0.5657555555555556,1.0
224.67139515649703,12.694902182539687,81.0
636.342151675017,4.7343747101449285,2.0
418.19808033534457,3.8791283068783073,2.0
224.67139936174667,12.76402253968254,78.0
224.67138403029668,12.715785912698415,80.0
641.3289356747189,5.504940202702705,7.0
607.5183059374491,11.96209739583333,2.0
526.7714408499296,2.3558155737704918,1.0
425.192760441221,4.050394655172414,2.0
224.6714211146037,12.850431468253973,84.0
425.2278634348223,5.538274462365591,2.0
529.270512172154,5.824727380952384,1.0
224.6714063644409,12.732591428571427,81.0
431.13836759679464,4.562464705882354,1.0
643.3294884980613,4.584136940298508,8.0
229.81028523164642,0.10003235294117648,1.0
608.4168918415653,0.5932650659133708,1.0
530.2962651252747,6.460635677083332,1.0
426.23063198355743,5.455393023255813,2.0
432.10145961877066,8.930597222222222,1.0
537.2688773018973,5.015401904761903,1.0
652.4010658801443,4.631929577464788,21.0
177.11217483928894,7.801739862124905,25.0
704.5202451433454,13.054732103174606,6.0
617.3733456663508,0.1261458158995816,11.0
427.2343039441465,5.501303980099503,2.0
439.20690066997815,4.856189743589744,2.0
427.2545600891114,0.12133833333333335,1.0
653.4030030032237,4.6006602409638555,18.0
441.22302932739257,3.946396333333333,1.0
233.174687419446,0.12582669204737726,3.0
704.5202733357747,13.194461865079367,4.0
427.255198697616,0.15768733509234814,1.0
177.61396821607065,0.4663406162464987,3.0
234.14636274654438,0.11622503217503212,3.0
234.1462517874581,0.1323646031746032,5.0
617.3735099487304,0.5538360666666664,3.0
704.5199291410901,13.173276468253976,5.0
617.3733520507812,0.5973166666666666,1.0
234.1780838099393,0.10402320075757586,1.0
545.291091050559,3.373898102981027,1.0
240.13869667053225,1.8889541666666667,2.0
240.137922113592,1.933027575757576,2.0
178.11629707582534,0.4567302867383514,3.0
657.2730320521763,3.7748324514991194,29.0
427.8252504997447,5.858536125211509,12.0
620.9719118949695,7.374893055555553,4.0
569.3133650280181,8.528610714285714,1.0
446.1709764441665,5.653412925170066,1.0
626.3795671339159,0.1264718614718615,7.0
240.1379271260014,1.9705567901234566,4.0
240.13787053843015,1.984271038251366,2.0
187.18017069498694,5.006668376068374,2.0
463.132064819336,5.9187679487179485,1.0
240.1377032642633,2.016304342723004,3.0
502.19190142231605,5.029023118279569,1.0
587.3080236175914,3.3247780864197547,1.0
631.9361811098845,5.172628985507246,1.0
451.33855204679526,5.102616836734693,12.0
635.3816208377963,0.5766886424731179,5.0
635.3876342773438,0.5973166666666666,1.0
659.3339687932736,2.958261463844797,1.0
704.519975789388,13.266913055555555,5.0
240.13771253824237,2.0350285156250005,3.0
545.0780207316079,6.988095085470084,1.0
240.13775431315102,2.0677165432098765,3.0
466.2653840637207,5.040720333333333,2.0
555.2512512207031,4.6608245098039225,1.0
638.378062691918,7.170444295900179,4.0
591.2926804252293,2.624082826086956,1.0
647.4259106671368,0.5967123456790124,1.0
484.27658378787163,4.824052032520325,2.0
648.3926565435868,0.1265183544303798,3.0
704.5201930454799,13.279465753968255,6.0
567.8926641625094,0.3452642570281125,1.0
660.3191215557288,3.4505252302025777,9.0
487.2051008436415,6.8758088888888915,1.0
591.794203491211,2.626218166666667,1.0
617.2616141672885,7.970019475655433,1.0
190.04994408743718,2.1311908333333327,40.0
661.3435727729172,4.784303142076502,22.0
651.9034190251277,9.227017435897434,2.0
648.3798305627072,5.0042540404040405,1.0
679.4082946777344,0.14366666666666664,1.0
592.2957600739043,2.627106497175141,1.0
499.88833810617257,6.0529234234234215,8.0
719.4133433948863,5.98754303030303,3.0
240.13754603584405,2.306750888324872,4.0
652.9123760022617,8.535176096491227,1.0
606.8185318455553,6.539848989898991,1.0
526.2865006730364,5.26319054054054,2.0
726.0979998358365,6.989563218390808,1.0
663.8225678119462,4.083320847651779,29.0
653.4112785339355,8.535713750000003,1.0
763.4393637520926,6.0972154761904775,1.0
736.8585858662923,0.7953448412698405,17.0
553.334738572845,0.1494805626598465,3.0
553.334624749261,0.1574914414414413,3.0
617.280562985328,2.7167545698924727,1.0
656.9138420506528,10.571644517543856,2.0
190.04992155347549,2.138922896825396,14.0
736.8588469369072,1.2286973015873015,10.0
190.1200408935547,0.011616666666666666,1.0
190.12017896986495,0.13274218213058414,2.0
618.322720336914,5.36898111111111,1.0
739.4320237901476,5.039672222222221,1.0
671.409725189209,6.203060875706218,26.0
190.12035969606382,0.22505777491408946,6.0
190.12011461694928,0.252350314465409,5.0
686.4156511285332,10.05666217228464,5.0
620.2943577920238,4.567630107526882,1.0
190.12092602565758,0.4252693877551016,4.0
659.5501879315044,12.300128682170547,1.0
906.8258887141583,0.39906997991967824,2.0
240.1376609368758,2.6810359848484846,3.0
635.3223948759191,4.485361764705882,1.0
672.4124557495118,6.177813245614037,11.0
192.06847314601998,1.8712539837398388,18.0
635.8230394635882,4.4888535714285736,1.0
659.9283339401771,10.927373563218383,1.0
134.0957264649241,1.7486799122807024,1.0
649.8204434712727,4.557773611111111,1.0
195.14854623365773,0.02184328165374676,2.0
764.5731669108072,1.0040811507936502,30.0
770.8511855625869,0.3116149339933993,4.0
770.8512759254093,0.96855857142857,18.0
653.3976197676225,5.823154545454545,1.0
102.12653862181163,1.0408228571428573,8.0
116.06967425582432,0.11829628712871282,7.0
195.14846590909093,0.04832424242424239,3.0
206.10404300689697,0.12148124999999994,1.0
231.0808084151324,0.12159571078431375,2.0
264.1103200104277,0.1215225988700564,2.0
158.09658576965333,2.535252250000001,1.0
839.4406995773315,5.3584286458333334,4.0
860.6076064764285,0.8240003676470584,14.0
195.1485518134579,0.16373902147971364,7.0
195.65029924566096,0.456316856060606,3.0
276.7096505868211,0.16122801608579082,4.0
660.4050397872925,6.534896875,1.0
282.1207602716261,0.12100577956989245,5.0
240.13770337661788,2.9838121082621067,5.0
675.3498514456343,3.908015439276487,29.0
660.3933450718117,9.765976150392826,3.0
661.4007517897237,0.12689238845144366,6.0
661.3999481201173,0.5833833333333334,1.0
199.12527610160208,0.1327681981981982,5.0
199.125355335432,0.17636910569105685,6.0
286.13990192726015,2.1484038251366115,2.0
688.4003970497532,6.969927192982455,1.0
199.12660297830087,0.4656329912023457,3.0
894.4496863580521,3.5203838709677417,2.0
678.3188630425499,2.9009682915506034,8.0
695.3938938685826,6.716274285714286,1.0
661.9038022797682,10.584568773946355,2.0
902.4555908203123,5.6584900000000005,1.0
680.9654648724726,4.644193137254902,1.0
240.13750082547546,3.13349485428051,3.0
318.6663261831623,2.779376997716895,4.0
318.66639409102794,2.8367212598425215,5.0
697.8466491699219,5.0279448717948725,1.0
681.3001207624162,4.6348714285714285,1.0
318.6663840780452,2.836876462585036,5.0
662.907000164653,10.386341085271324,1.0
318.66648476340555,2.8862272727272718,6.0
326.24376490063656,0.16324832925835378,7.0
700.399771118164,5.711668333333334,1.0
326.24374136788504,0.19007223809523802,3.0
714.8392003968704,5.143018992248061,1.0
103.05322489135305,6.196829435163084,54.0
333.251921718106,0.1534930470347647,6.0
663.3849070715527,9.925125396825392,2.0
240.13767300582515,3.3293547256097535,4.0
340.2586481742764,0.15053238213399509,6.0
439.3278218765705,0.16476159844054572,6.0
158.09645509265718,2.8683515476190498,2.0
715.3407716296969,5.1401076719576695,1.0
199.1252927196269,7.1349500425170085,23.0
718.3378799634102,4.381539529914532,55.0
240.13769680940646,3.442679166666664,5.0
103.12987216313678,1.025368055555554,29.0
764.4516960144043,7.740239333333332,1.0
240.13786874123667,3.5171629969418943,3.0
150.0903263092041,0.13405080128205124,1.0
150.09097738826975,0.1604627450980392,1.0
150.0902548895942,0.17019722222222222,1.0
663.5799023953808,13.050425276938569,2.0
441.29711997622536,0.5553009126984124,9.0
164.1069595336914,0.7512576515151516,1.0
191.1180419921875,0.15009444444444445,1.0
191.11798967633928,0.1599,1.0
724.3978364961641,5.580378678678683,18.0
191.11738368443082,0.17182857142857144,1.0
120.04371464637018,5.364645645161289,10.0
193.1335843956989,0.7392910628019321,1.0
502.2791385650635,5.82057,3.0
664.5822176627925,13.040325287356314,1.0
193.13336233659226,3.7652390782828267,2.0
112.07475682963495,5.858645652173912,2.0
665.8920428396641,9.925887931034481,2.0
727.3945662180583,4.786684799382716,33.0
158.0964219865345,2.82573384920635,3.0
240.13770168011,3.684753888888892,3.0
240.13826233485958,4.003298584905662,2.0
128.06995368230912,4.223730238095238,6.0
193.1334751138523,4.010295045045042,2.0
120.07983942031858,4.100777738095236,6.0
728.3795662884737,4.961394974874373,18.0
180.10175332593033,1.7430223695844396,1.0
199.12525035444511,7.415855180722893,28.0
665.9320586333404,11.63267189189189,5.0
195.07640173268877,4.382229069767441,1.0
199.62704201962086,0.4729132092198576,3.0
129.0694406111162,7.4026337912087925,38.0
240.13820864400958,4.013073724212813,3.0
730.3572032897451,5.158710433604337,25.0
253.0675961149841,4.613572408963584,2.0
193.13366389918968,11.222106981981973,1.0
201.15935734340127,5.086006428571428,2.0
666.3955325172061,9.923418650793646,3.0
261.15571636623804,3.7243384259259256,1.0
240.1381182135108,4.485530481283423,3.0
193.13374638057255,11.418559090909092,1.0
283.078067717005,4.385577595628416,1.0
132.05178230687193,6.23167415654521,46.0
128.06988197636207,4.722377207637228,12.0
730.3759379719579,4.91588003875969,12.0
193.1333923339844,11.443166666666665,1.0
204.0115102952526,6.544801920122883,5.0
243.0652081758073,5.569483980582524,3.0
213.12315144258386,0.1051245098039216,2.0
667.9309365408761,9.220930200501254,6.0
311.1738268171038,8.632167619047618,2.0
215.1166764585764,0.7511017897091723,1.0
323.8664068924753,0.13759385964912282,1.0
130.08556718372162,6.025839523809522,2.0
204.04755928147011,6.380338732394367,1.0
731.3600119732796,5.167709338061463,25.0
668.899115890753,8.443413661202188,1.0
149.0597896030971,6.2089033809523855,52.0
131.1064453125,1.9182132911392409,1.0
159.0801752166748,7.364059666666668,29.0
144.04391375700072,6.096055064782096,13.0
343.1555406062975,8.116546636085623,2.0
204.10228396281346,5.1181736540664415,10.0
732.3591978783701,5.137710021786493,22.0
229.15432987111137,0.14299171122994644,1.0
456.18823750813795,3.4895377777777776,1.0
150.09072380877555,2.8194115248226983,1.0
456.1886596679688,3.5116500000000004,1.0
172.2058666802441,7.585147063903284,8.0
456.1883142644709,3.7321663636363636,1.0
204.1015350818634,5.836616666666668,1.0
668.9040021582947,10.179660172143974,1.0
204.15383405835217,0.14369293193717264,8.0
244.12943695939103,0.14728432971014474,1.0
525.3083898925781,6.186886666666667,1.0
164.10681991166962,4.361134856630823,8.0
255.11278533935547,0.10741666666666667,1.0
669.399787902832,8.446643803418803,1.0
175.07584111830764,7.394866209150326,38.0
736.4269597371418,5.906053222222223,16.0
165.1093105625462,2.80427912912913,1.0
204.15382134004767,0.4741251004016059,3.0
243.15173883892243,11.957905992063505,31.0
439.29141525995163,0.10906666666666667,2.0
461.2839469909668,0.12550833333333333,1.0
213.090130480598,0.22294627450980395,2.0
461.2858025444879,0.13944037037037038,1.0
565.3425967242267,6.663544369369369,3.0
165.10431232941457,2.8829146153846152,2.0
524.2786303068464,0.10835877192982453,1.0
243.65330060000343,0.13122017766497454,2.0
573.8125610351562,0.10185,1.0
576.3497467041017,0.10602083333333334,1.0
165.61268265822838,4.071351494252873,2.0
604.2982221330915,0.10662142857142858,1.0
736.9278221130371,5.897123437499999,14.0
652.4031219482423,0.10463333333333333,1.0
669.8918441579311,10.385792827004217,1.0
244.48573345608185,0.10045092592592594,1.0
175.03425872802734,0.12260199999999995,1.0
670.4056488455159,0.12626598173515985,2.0
583.5918348445449,7.047524031007751,1.0
248.20083242191018,0.1454710854947166,1.0
168.13849239349366,6.012824583333335,3.0
742.3943055742909,4.4026167315175115,52.0
255.1378717181049,0.2325189873417722,3.0
670.3958232008566,10.387732152230974,1.0
605.3640260087682,7.40147234042553,2.0
205.13335906367598,3.5998840048840064,4.0
263.1428953394901,5.218849520383691,18.0
612.3581859882063,5.782323076923077,1.0
226.9514876005182,0.2312509170653909,10.0
245.18574254798276,0.12864719525350596,1.0
285.278811713758,0.223047284345048,3.0
743.3966054608745,4.378088817204303,32.0
245.1858571239353,0.1653584192439863,1.0
314.2533743722098,0.15539761904761906,1.0
287.6381454467773,6.671898226950352,1.0
746.3698338099887,4.9090484126984135,1.0
321.26109426671815,0.17421325757575734,1.0
671.3864491286787,9.700040614886731,1.0
627.365717270795,7.146179411764708,1.0
250.09058858544788,6.708031031307549,43.0
321.76281515757245,0.16423343253968245,2.0
321.7629364013672,0.16447,1.0
250.4892788762632,0.10381449275362327,3.0
341.2629793607272,0.1218153846153846,1.0
630.3701530590392,7.839773976608191,1.0
748.3669469752017,4.535436097946291,19.0
341.26203796544024,0.15617186426116833,2.0
640.8883008454975,8.458320175438597,1.0
341.2625976800918,0.19735924479166667,1.0
341.26269912719727,0.21669861111111108,1.0
649.3919859541222,7.59314680851064,1.0
672.8996568735209,10.326071369294613,1.0
749.3693301552222,4.493335197368422,17.0
251.09245807783944,6.662310044642857,21.0
304.1653893613025,2.6936681860036815,7.0
176.107330341929,2.1524383161512053,3.0
209.12814011346725,2.2612788095238088,1.0
253.19052780151367,0.12754649999999995,2.0
673.4040869177283,10.346495095095095,2.0
341.77073282488226,0.20503484848484835,3.0
342.2719014485677,0.3247833333333333,1.0
655.8821148656523,5.887899794238686,1.0
752.9406108736242,6.688460062893082,9.0
256.1159047907049,2.1915861111111137,7.0
343.28119612593787,0.16687536231884054,2.0
344.28453499930254,0.12199761904761905,1.0
178.13361996870773,1.9971365384615385,3.0
344.28415200927043,0.1640005681818181,1.0
344.2842847551618,0.2132824603174604,1.0
673.9350795950942,9.703909139784948,2.0
660.9083692762588,9.938979629629628,1.0
349.7811913666902,0.15028858024691355,1.0
259.0962634419286,6.107410852713178,2.0
352.7615695058564,0.13059722222222225,1.0
753.4448271960747,4.980634552845528,2.0
259.16145081732685,0.10370254777070073,2.0
211.14400801885697,1.8759255158730177,5.0
355.78636169433594,0.1562754491017963,1.0
674.0024205988103,7.491572727272726,2.0
357.29686688064436,0.15857262996941904,1.0
329.2537670206404,7.0323933705080535,7.0
262.1200286865234,0.7723133333333334,1.0
334.7632142920243,0.25196951754385993,10.0
388.1869016647339,6.328204791666666,1.0
391.3071441650391,0.118825,1.0
179.1178562326027,1.8357315461346635,3.0
212.09827595665345,1.8690121031746036,2.0
753.4403903558388,6.6707522774327135,7.0
676.8971103146779,9.205233093525177,1.0
391.30492015720637,0.15726365979381446,1.0
212.099325788782,2.289674113475177,1.0
212.09931182861328,2.32375,1.0
398.3132629394531,0.1511033333333333,1.0
262.1211553113214,1.6744712643678157,1.0
398.3139373779297,0.15889666666666669,1.0
262.12047074480756,1.7905321138211383,1.0
212.1331704772345,0.47767004950495007,3.0
414.2690076413362,0.12002681159420288,3.0
436.297419106088,5.886423170731707,4.0
446.30627017550995,0.12178518518518522,2.0
262.1956640733714,0.12127540288379975,3.0
262.1957431244234,0.16676826568265676,5.0
677.4018442582111,9.357632312925169,1.0
675.3994560241698,8.742765705128209,1.0
456.1707829442518,4.197263218390805,1.0
469.3801898956299,0.12021041666666668,1.0
348.1562854736809,1.911375393700787,13.0
469.37980317948126,0.2863164122137405,1.0
213.06644310774627,3.8311738425925936,5.0
498.90127455258204,0.4108406619385341,3.0
199.10764076596215,5.297844841269842,1.0
757.3692068402617,3.942324108241084,31.0
528.3028483671301,2.0836429738562083,1.0
213.10700883536504,2.8409192528735634,1.0
675.4118337162206,10.756868306010931,1.0
562.2720953493704,2.0046100340136057,1.0
213.1232452583313,2.647588833333334,3.0
262.19596358415333,11.712712808273668,115.0
759.4077002707492,5.525294662921349,36.0
566.888883509931,0.4465227470141144,1.0
569.4499359130858,0.118825,1.0
364.9309376911945,0.7231659839357427,44.0
760.4098952157158,5.509410714285716,16.0
214.05083180382138,1.841459682539684,1.0
675.9198148015231,11.437817525035765,3.0
179.11775785173688,2.56576630952381,6.0
592.368647984096,5.7159539682539675,1.0
682.5343831380209,0.1188222222222222,1.0
761.4116790771484,5.4945450000000005,4.0
379.69794271524665,5.0415822815534,11.0
675.9201702541775,11.67894060185186,5.0
676.4172073027313,11.658385120925336,3.0
214.1237603234463,6.582018524590162,8.0
182.09993796513,3.4289443103448267,3.0
303.09918659755164,1.3109432539682542,6.0
262.19596452258884,13.272977976190472,67.0
322.1419821685215,1.6496669811320754,2.0
677.4007138488113,10.922505376344082,3.0
383.22821429787473,3.4845320969337283,7.0
929.2164090322708,14.786505568814633,1.0
351.5999925136566,6.3653328125,1.0
262.195985921224,13.261758373015866,55.0
192.1210052451896,6.203742043551086,7.0
930.216796875,14.702883333333334,1.0
217.09809476891343,3.265061292517008,3.0
360.1921034592848,0.3333641025641025,1.0
262.1960143679664,13.268683095238096,54.0
764.5731773739769,1.013041309523809,59.0
930.2164131885003,14.796479943502831,1.0
677.9172713143486,9.215564047619042,4.0
931.2147826405916,14.792819180859688,1.0
931.2151489257812,14.834033333333334,1.0
764.8985704154022,6.038988980716254,18.0
217.3663260418436,4.7114181159420285,1.0
360.1920858562322,0.3574482504604051,1.0
194.11740091868808,3.2666724914965966,3.0
217.5667103131612,4.6820152777777775,1.0
401.2032121930803,2.726705753968255,2.0
296.25830685775884,9.791283628318585,1.0
195.09618636540006,1.831282738095238,1.0
265.1645757501776,0.12870606060606066,3.0
346.19729275173614,4.873948148148148,1.0
218.0271030970982,6.717868730158727,2.0
678.4062155651288,9.147181092094543,6.0
195.14863440660926,3.7508743902439035,1.0
770.8512771606445,0.9742051587301576,18.0
678.9176114908854,9.22626511111111,1.0
679.4110447594878,0.12227400611620795,7.0
391.23322329637483,2.0895504065040638,2.0
679.4097120496963,0.5646203703703704,2.0
219.0769231674519,5.350086879432624,4.0
772.3996204194568,5.605046825396825,2.0
679.4099650065104,0.5778733333333332,1.0
369.9521996849462,5.782006469298246,2.0
872.8339593098958,0.6752452444444447,9.0
116.06974682507213,0.18895382882882888,1.0
265.1647533606429,8.092235911602211,10.0
196.13289222091927,4.297383387978144,8.0
219.41038218906948,4.7181733333333336,1.0
776.3436378196434,4.743355967078188,29.0
375.29068105812837,6.002026510067114,2.0
116.06971121499704,0.2166684496124031,1.0
680.4084931356044,10.948447239263807,3.0
413.27591259231997,6.474665209471768,30.0
196.13273454323794,5.5408388888888895,2.0
385.2495708465576,5.323617708333334,1.0
682.4063408893088,9.050036231884055,1.0
414.26937111843836,0.2879036516853933,2.0
219.41035142055782,5.233123255813954,2.0
196.1329854569345,6.0328176100628905,1.0
790.4076640994051,5.8966449612403125,17.0
219.66147499084477,4.668065,1.0
385.2504139950401,5.683103508771932,1.0
414.26939426881864,0.3168393051031492,2.0
116.06976484624964,0.26559830043859683,1.0
390.29378255208326,5.76932142857143,1.0
196.13303405761718,6.7080420740740765,2.0
791.4129083806819,5.864779393939395,10.0
405.19352823893234,4.785890555555556,1.0
169.13357543945312,2.8237666666666663,1.0
220.09514677020863,4.634228051643191,7.0
682.9123147147043,9.064173492063487,2.0
220.96881708605537,4.671342528735631,1.0
196.13295097351073,6.967049791666665,1.0
171.11278839111327,0.2478433333333333,1.0
265.1648366292318,12.3847907936508,48.0
171.11261138916015,0.2745633333333334,1.0
414.2673153699186,5.8974211618257275,50.0
683.4129479352166,9.093116789215683,3.0
265.6664612738641,0.12742449633699635,3.0
809.9602643817875,6.648595862884164,12.0
685.4351724897112,0.9725746031746032,27.0
273.83659439086915,0.10005,1.0
431.9173523346842,0.4600085233441902,1.0
